Alfredo Talavera Díaz,1,Portero,0,Talavera
Diego Martín Novaretti,2,Defensa,1,Novaretti
Fausto Manuel Pinto Rosas,3,Defensa,0,Pinto
Francisco Gamboa Gómez,4,Defensa,0,Gamboa
Wilson Tiago Matias,5,Mediocampista,1,Tiago
Carlos Gerardo Rodríguez Serrano,6,Defensa,0,Rodriguez
Marvin Gabriel Cabrera Ibarra,7,Defensa,0,Cabrera
Lucas Antonio Silva de Oliveira,8,Mediocampista,0,Silva
Juan Carlos Cacho Gutiérrez,9,Delantero,0,Cacho
Antonio Naelson Matías,10,Mediocampista,0,Sinha
Carlos Esquivel Silva,11,Mediocampista,0,Esquivel
Miguel Ángel Centeno Báez,12,Portero,0,Centeno
Héctor Acosta Quintero,13,Defensa,0,Acosta
Édgar Esteban Dueñas Peñaflor,14,Defensa,0,Dueñas
Antonio Ríos Martínez,15,Mediocampista,0,Rios
Carlos Alberto Galeana Irra,16,Defensa,0,Galeana
Arturo Tapia González,17,Delantero,0,Tapia
Xavier Iván Báez Gamiño,18,Mediocampista,0,Baez
Edy Germán Brambila Rosales,19,Mediocampista,0,Brambila
Flavio Jesús Santos Carrillo,20,Delantero,0,F.Santos
Gabriel Velasco Gutiérrez,21,Mediocampista,0,Velasco
Édgar Milciades Benítez Santander,23,Delantero,1,Benitez
Sergio Arturo Pérez Guadarrama,25,Portero,0,S.Perez
Erbin Alejandro Trejo Macías,26,Mediocampista,0,Trejo
Renato Josué Román Arce,28,Mediocampista,0,Roman
Luis Carlos Tejada Hansell,29,Delantero,1,Tejada
Ernesto Sánchez Mena,30,Portero,0,Sanchez